Country,EPSI,Date
Greece,1.0,1990-01-31
Greece,1.0,1991-01-31
Greece,1.0,1992-01-31
Greece,1.0,1993-01-31
Greece,1.0,1994-01-31
Greece,1.0,1995-01-31
Greece,1.0,1996-01-31
Greece,1.0,1997-01-31
Greece,1.0,1998-01-31
Greece,1.0,1999-01-31
Greece,5.0,2000-01-31
Greece,5.0,2001-01-31
Greece,5.0,2002-01-31
Greece,5.0,2003-01-31
Greece,5.0,2004-01-31
Greece,5.0,2005-01-31
Greece,5.0,2006-01-31
Greece,5.0,2007-01-31
Greece,5.0,2008-01-31
Greece,6.0,2009-01-31
Greece,6.0,2010-01-31
Greece,6.0,2011-01-31
Greece,6.0,2012-01-31
Greece,6.0,2013-01-31
Greece,6.0,2014-01-31
Greece,6.0,2015-01-31
Greece,6.0,2016-01-31
Greece,6.0,2017-01-31
Greece,6.0,2018-01-31
Greece,6.0,2019-01-31
Greece,6.0,2020-01-31
Portugal,1.0,1990-01-31
Portugal,1.0,1991-01-31
Portugal,1.0,1992-01-31
Portugal,1.0,1993-01-31
Portugal,1.0,1994-01-31
Portugal,1.0,1995-01-31
Portugal,1.0,1996-01-31
Portugal,1.0,1997-01-31
Portugal,1.0,1998-01-31
Portugal,1.0,1999-01-31
Portugal,1.0,2000-01-31
Portugal,1.0,2001-01-31
Portugal,1.0,2002-01-31
Portugal,1.0,2003-01-31
Portugal,1.0,2004-01-31
Portugal,1.0,2005-01-31
Portugal,1.0,2006-01-31
Portugal,1.0,2007-01-31
Portugal,1.0,2008-01-31
Portugal,1.0,2009-01-31
Portugal,1.0,2010-01-31
Portugal,1.0,2011-01-31
Portugal,1.0,2012-01-31
Portugal,1.0,2013-01-31
Portugal,1.0,2014-01-31
Portugal,1.0,2015-01-31
Portugal,1.0,2016-01-31
Portugal,1.0,2017-01-31
Portugal,1.0,2018-01-31
Portugal,2.0,2019-01-31
Portugal,2.0,2020-01-31
France,0.0,1990-01-31
France,0.0,1991-01-31
France,0.0,1992-01-31
France,0.0,1993-01-31
France,0.0,1994-01-31
France,0.0,1995-01-31
France,0.0,1996-01-31
France,0.0,1997-01-31
France,0.0,1998-01-31
France,0.0,1999-01-31
France,0.0,2000-01-31
France,1.0,2001-01-31
France,1.0,2002-01-31
France,1.0,2003-01-31
France,1.0,2004-01-31
France,1.0,2005-01-31
France,2.0,2006-01-31
France,3.0,2007-01-31
France,3.0,2008-01-31
France,4.0,2009-01-31
France,5.0,2010-01-31
France,5.0,2011-01-31
France,6.0,2012-01-31
France,6.0,2013-01-31
France,6.0,2014-01-31
France,3.0,2015-01-31
France,2.0,2016-01-31
France,3.0,2017-01-31
France,4.0,2018-01-31
France,4.0,2019-01-31
France,4.0,2020-01-31
Belgium,0.8888889,1990-01-31
Belgium,0.8888889,1991-01-31
Belgium,0.94444442,1992-01-31
Belgium,0.94444442,1993-01-31
Belgium,1.1111112,1994-01-31
Belgium,1.1111112,1995-01-31
Belgium,1.1111112,1996-01-31
Belgium,1.1111112,1997-01-31
Belgium,1.2777778,1998-01-31
Belgium,1.1111112,1999-01-31
Belgium,1.5555556,2000-01-31
Belgium,1.5555556,2001-01-31
Belgium,1.6111112,2002-01-31
Belgium,1.5555556,2003-01-31
Belgium,2.4722223,2004-01-31
Belgium,2.5833333,2005-01-31
Belgium,2.6388888,2006-01-31
Belgium,2.3055556,2007-01-31
Belgium,2.6388888,2008-01-31
Belgium,2.6666667,2009-01-31
Belgium,2.5555556,2010-01-31
Belgium,2.9444444,2011-01-31
Belgium,3.0555556,2012-01-31
Belgium,2.9444444,2013-01-31
Belgium,2.9444444,2014-01-31
Belgium,2.8333333,2015-01-31
Belgium,2.8888888,2016-01-31
Belgium,2.9444444,2017-01-31
Belgium,3.0,2018-01-31
Belgium,3.2222223,2019-01-31
Belgium,3.4444444,2020-01-31
Switzerland,1.0,1990-01-31
Switzerland,1.0,1991-01-31
Switzerland,1.0,1992-01-31
Switzerland,1.0,1993-01-31
Switzerland,4.0,1994-01-31
Switzerland,4.0,1995-01-31
Switzerland,4.0,1996-01-31
Switzerland,4.0,1997-01-31
Switzerland,4.0,1998-01-31
Switzerland,4.0,1999-01-31
Switzerland,5.0,2000-01-31
Switzerland,5.0,2001-01-31
Switzerland,5.0,2002-01-31
Switzerland,5.0,2003-01-31
Switzerland,5.0,2004-01-31
Switzerland,5.0,2005-01-31
Switzerland,5.0,2006-01-31
Switzerland,5.0,2007-01-31
Switzerland,5.0,2008-01-31
Switzerland,6.0,2009-01-31
Switzerland,6.0,2010-01-31
Switzerland,6.0,2011-01-31
Switzerland,6.0,2012-01-31
Switzerland,6.0,2013-01-31
Switzerland,6.0,2014-01-31
Switzerland,6.0,2015-01-31
Switzerland,6.0,2016-01-31
Switzerland,6.0,2017-01-31
Switzerland,6.0,2018-01-31
Switzerland,6.0,2019-01-31
Switzerland,6.0,2020-01-31
Czech Republic,0.0,1990-01-31
Czech Republic,1.0,1991-01-31
Czech Republic,1.0,1992-01-31
Czech Republic,1.0,1993-01-31
Czech Republic,1.0,1994-01-31
Czech Republic,1.0,1995-01-31
Czech Republic,1.0,1996-01-31
Czech Republic,1.0,1997-01-31
Czech Republic,1.0,1998-01-31
Czech Republic,1.0,1999-01-31
Czech Republic,1.0,2000-01-31
Czech Republic,1.0,2001-01-31
Czech Republic,1.0,2002-01-31
Czech Republic,1.0,2003-01-31
Czech Republic,1.0,2004-01-31
Czech Republic,1.0,2005-01-31
Czech Republic,1.0,2006-01-31
Czech Republic,1.0,2007-01-31
Czech Republic,1.0,2008-01-31
Czech Republic,1.0,2009-01-31
Czech Republic,1.0,2010-01-31
Czech Republic,1.0,2011-01-31
Czech Republic,1.0,2012-01-31
Czech Republic,1.0,2013-01-31
Czech Republic,1.0,2014-01-31
Czech Republic,1.0,2015-01-31
Czech Republic,1.0,2016-01-31
Czech Republic,1.0,2017-01-31
Czech Republic,2.0,2018-01-31
Czech Republic,2.0,2019-01-31
Czech Republic,2.0,2020-01-31
Japan,0.0,1990-01-31
Japan,0.0,1991-01-31
Japan,0.0,1992-01-31
Japan,0.0,1993-01-31
Japan,0.0,1994-01-31
Japan,0.0,1995-01-31
Japan,0.0,1996-01-31
Japan,0.0,1997-01-31
Japan,0.0,1998-01-31
Japan,0.0,1999-01-31
Japan,0.0,2000-01-31
Japan,0.0,2001-01-31
Japan,0.0,2002-01-31
Japan,0.0,2003-01-31
Japan,6.0,2004-01-31
Japan,6.0,2005-01-31
Japan,6.0,2006-01-31
Japan,6.0,2007-01-31
Japan,6.0,2008-01-31
Japan,6.0,2009-01-31
Japan,6.0,2010-01-31
Japan,6.0,2011-01-31
Japan,6.0,2012-01-31
Japan,6.0,2013-01-31
Japan,6.0,2014-01-31
Japan,6.0,2015-01-31
Japan,6.0,2016-01-31
Japan,6.0,2017-01-31
Japan,6.0,2018-01-31
Japan,6.0,2019-01-31
Japan,6.0,2020-01-31
Denmark,2.0,1990-01-31
Denmark,2.0,1991-01-31
Denmark,3.0,1992-01-31
Denmark,2.0,1993-01-31
Denmark,2.0,1994-01-31
Denmark,2.0,1995-01-31
Denmark,2.0,1996-01-31
Denmark,2.0,1997-01-31
Denmark,2.0,1998-01-31
Denmark,2.0,1999-01-31
Denmark,2.0,2000-01-31
Denmark,2.0,2001-01-31
Denmark,1.0,2002-01-31
Denmark,1.0,2003-01-31
Denmark,2.0,2004-01-31
Denmark,3.0,2005-01-31
Denmark,3.0,2006-01-31
Denmark,4.0,2007-01-31
Denmark,3.0,2008-01-31
Denmark,4.0,2009-01-31
Denmark,6.0,2010-01-31
Denmark,6.0,2011-01-31
Denmark,5.0,2012-01-31
Denmark,5.0,2013-01-31
Denmark,5.0,2014-01-31
Denmark,4.0,2015-01-31
Denmark,3.0,2016-01-31
Denmark,3.0,2017-01-31
Denmark,3.0,2018-01-31
Denmark,3.0,2019-01-31
Denmark,3.0,2020-01-31
Italy,1.0,1990-01-31
Italy,1.0,1991-01-31
Italy,1.0,1992-01-31
Italy,1.0,1993-01-31
Italy,1.0,1994-01-31
Italy,1.0,1995-01-31
Italy,1.0,1996-01-31
Italy,1.0,1997-01-31
Italy,1.0,1998-01-31
Italy,1.0,1999-01-31
Italy,1.0,2000-01-31
Italy,1.0,2001-01-31
Italy,1.0,2002-01-31
Italy,1.0,2003-01-31
Italy,1.0,2004-01-31
Italy,1.0,2005-01-31
Italy,4.0,2006-01-31
Italy,4.0,2007-01-31
Italy,4.0,2008-01-31
Italy,4.0,2009-01-31
Italy,4.0,2010-01-31
Italy,4.0,2011-01-31
Italy,4.0,2012-01-31
Italy,6.0,2013-01-31
Italy,6.0,2014-01-31
Italy,6.0,2015-01-31
Italy,6.0,2016-01-31
Italy,6.0,2017-01-31
Italy,6.0,2018-01-31
Italy,6.0,2019-01-31
Italy,6.0,2020-01-31
Spain,0.0,1990-01-31
Spain,0.0,1991-01-31
Spain,0.0,1992-01-31
Spain,0.0,1993-01-31
Spain,1.0,1994-01-31
Spain,1.0,1995-01-31
Spain,1.0,1996-01-31
Spain,1.0,1997-01-31
Spain,1.0,1998-01-31
Spain,2.0,1999-01-31
Spain,2.0,2000-01-31
Spain,2.0,2001-01-31
Spain,2.0,2002-01-31
Spain,2.0,2003-01-31
Spain,2.0,2004-01-31
Spain,2.0,2005-01-31
Spain,2.0,2006-01-31
Spain,3.0,2007-01-31
Spain,2.0,2008-01-31
Spain,3.0,2009-01-31
Spain,3.0,2010-01-31
Spain,3.0,2011-01-31
Spain,4.0,2012-01-31
Spain,0.0,2013-01-31
Spain,0.0,2014-01-31
Spain,0.0,2015-01-31
Spain,0.0,2016-01-31
Spain,0.0,2017-01-31
Spain,0.0,2018-01-31
Spain,0.0,2019-01-31
Spain,0.0,2020-01-31
Portugal,5.0,1990-01-31
Portugal,5.0,1991-01-31
Portugal,6.0,1992-01-31
Portugal,5.0,1993-01-31
Portugal,5.0,1994-01-31
Portugal,6.0,1995-01-31
Portugal,5.0,1996-01-31
Portugal,5.0,1997-01-31
Portugal,6.0,1998-01-31
Portugal,5.0,1999-01-31
Portugal,4.0,2000-01-31
Portugal,4.0,2001-01-31
Portugal,5.0,2002-01-31
Portugal,5.0,2003-01-31
Portugal,5.0,2004-01-31
Portugal,4.0,2005-01-31
Portugal,4.0,2006-01-31
Portugal,4.0,2007-01-31
Portugal,4.0,2008-01-31
Portugal,4.0,2009-01-31
Portugal,4.0,2010-01-31
Portugal,3.0,2011-01-31
Portugal,3.0,2012-01-31
Portugal,3.0,2013-01-31
Portugal,4.0,2014-01-31
Portugal,4.0,2015-01-31
Portugal,5.0,2016-01-31
Portugal,5.0,2017-01-31
Portugal,4.0,2018-01-31
Portugal,4.0,2019-01-31
Portugal,5.0,2020-01-31
Sweden,0.0,1990-01-31
Sweden,0.0,1991-01-31
Sweden,0.0,1992-01-31
Sweden,0.0,1993-01-31
Sweden,0.0,1994-01-31
Sweden,0.0,1995-01-31
Sweden,0.0,1996-01-31
Sweden,0.0,1997-01-31
Sweden,0.0,1998-01-31
Sweden,0.0,1999-01-31
Sweden,1.0,2000-01-31
Sweden,1.0,2001-01-31
Sweden,4.0,2002-01-31
Sweden,4.0,2003-01-31
Sweden,4.0,2004-01-31
Sweden,4.0,2005-01-31
Sweden,4.0,2006-01-31
Sweden,4.0,2007-01-31
Sweden,4.0,2008-01-31
Sweden,4.0,2009-01-31
Sweden,4.0,2010-01-31
Sweden,4.0,2011-01-31
Sweden,4.0,2012-01-31
Sweden,6.0,2013-01-31
Sweden,6.0,2014-01-31
Sweden,6.0,2015-01-31
Sweden,6.0,2016-01-31
Sweden,6.0,2017-01-31
Sweden,6.0,2018-01-31
Sweden,6.0,2019-01-31
Sweden,6.0,2020-01-31
Sweden,0.0,1990-01-31
Sweden,0.0,1991-01-31
Sweden,0.0,1992-01-31
Sweden,0.0,1993-01-31
Sweden,0.0,1994-01-31
Sweden,0.0,1995-01-31
Sweden,0.0,1996-01-31
Sweden,0.0,1997-01-31
Sweden,0.0,1998-01-31
Sweden,0.0,1999-01-31
Sweden,0.0,2000-01-31
Sweden,0.0,2001-01-31
Sweden,0.0,2002-01-31
Sweden,0.0,2003-01-31
Sweden,0.0,2004-01-31
Sweden,0.0,2005-01-31
Sweden,0.0,2006-01-31
Sweden,0.0,2007-01-31
Sweden,0.0,2008-01-31
Sweden,0.0,2009-01-31
Sweden,0.0,2010-01-31
Sweden,0.0,2011-01-31
Sweden,0.0,2012-01-31
Sweden,0.0,2013-01-31
Sweden,0.0,2014-01-31
Sweden,0.0,2015-01-31
Sweden,0.0,2016-01-31
Sweden,0.0,2017-01-31
Sweden,0.0,2018-01-31
Sweden,0.0,2019-01-31
Sweden,0.0,2020-01-31
Spain,0.66666669,1990-01-31
Spain,0.83333331,1991-01-31
Spain,0.83333331,1992-01-31
Spain,0.83333331,1993-01-31
Spain,0.83333331,1994-01-31
Spain,0.83333331,1995-01-31
Spain,0.83333331,1996-01-31
Spain,0.83333331,1997-01-31
Spain,0.83333331,1998-01-31
Spain,0.83333331,1999-01-31
Spain,0.66666669,2000-01-31
Spain,0.66666669,2001-01-31
Spain,0.66666669,2002-01-31
Spain,0.66666669,2003-01-31
Spain,0.66666669,2004-01-31
Spain,0.83333331,2005-01-31
Spain,1.1666666,2006-01-31
Spain,0.66666669,2007-01-31
Spain,1.1666666,2008-01-31
Spain,1.0,2009-01-31
Spain,0.83333331,2010-01-31
Spain,1.0,2011-01-31
Spain,0.66666669,2012-01-31
Spain,0.66666669,2013-01-31
Spain,1.1666666,2014-01-31
Spain,1.1666666,2015-01-31
Spain,0.83333331,2016-01-31
Spain,0.83333331,2017-01-31
Spain,1.3333334,2018-01-31
Spain,1.3333334,2019-01-31
Spain,1.5,2020-01-31
United Kingdom,1.1111112,1990-01-31
United Kingdom,1.1111112,1991-01-31
United Kingdom,1.1111112,1992-01-31
United Kingdom,0.94444442,1993-01-31
United Kingdom,1.0,1994-01-31
United Kingdom,1.0,1995-01-31
United Kingdom,1.0,1996-01-31
United Kingdom,1.0,1997-01-31
United Kingdom,1.0,1998-01-31
United Kingdom,1.0,1999-01-31
United Kingdom,1.3333334,2000-01-31
United Kingdom,1.3333334,2001-01-31
United Kingdom,1.3333334,2002-01-31
United Kingdom,2.1388888,2003-01-31
United Kingdom,2.1388888,2004-01-31
United Kingdom,2.3055556,2005-01-31
United Kingdom,2.4166667,2006-01-31
United Kingdom,2.25,2007-01-31
United Kingdom,2.4722223,2008-01-31
United Kingdom,2.6666667,2009-01-31
United Kingdom,3.3611112,2010-01-31
United Kingdom,3.3333333,2011-01-31
United Kingdom,2.8888888,2012-01-31
United Kingdom,3.2222223,2013-01-31
United Kingdom,3.75,2014-01-31
United Kingdom,3.8611112,2015-01-31
United Kingdom,3.3611112,2016-01-31
United Kingdom,3.4722223,2017-01-31
United Kingdom,3.5277777,2018-01-31
United Kingdom,3.5277777,2019-01-31
United Kingdom,3.6111112,2020-01-31
Poland,1.0,1990-01-31
Poland,1.0,1991-01-31
Poland,1.0,1992-01-31
Poland,1.0,1993-01-31
Poland,1.0,1994-01-31
Poland,1.0,1995-01-31
Poland,1.0,1996-01-31
Poland,1.0,1997-01-31
Poland,1.0,1998-01-31
Poland,1.0,1999-01-31
Poland,1.0,2000-01-31
Poland,1.0,2001-01-31
Poland,1.0,2002-01-31
Poland,1.0,2003-01-31
Poland,1.0,2004-01-31
Poland,1.0,2005-01-31
Poland,1.0,2006-01-31
Poland,1.0,2007-01-31
Poland,1.0,2008-01-31
Poland,1.0,2009-01-31
Poland,1.0,2010-01-31
Poland,1.0,2011-01-31
Poland,1.0,2012-01-31
Poland,1.0,2013-01-31
Poland,1.0,2014-01-31
Poland,1.0,2015-01-31
Poland,1.0,2016-01-31
Poland,1.0,2017-01-31
Poland,1.0,2018-01-31
Poland,1.0,2019-01-31
Poland,1.0,2020-01-31
United States,1.0,1990-01-31
United States,1.0,1991-01-31
United States,1.0,1992-01-31
United States,1.0,1993-01-31
United States,1.0,1994-01-31
United States,1.0,1995-01-31
United States,1.0,1996-01-31
United States,1.0,1997-01-31
United States,1.0,1998-01-31
United States,1.0,1999-01-31
United States,1.0,2000-01-31
United States,1.0,2001-01-31
United States,1.0,2002-01-31
United States,1.0,2003-01-31
United States,1.0,2004-01-31
United States,1.0,2005-01-31
United States,3.0,2006-01-31
United States,3.0,2007-01-31
United States,3.0,2008-01-31
United States,3.0,2009-01-31
United States,3.0,2010-01-31
United States,3.0,2011-01-31
United States,4.0,2012-01-31
United States,4.0,2013-01-31
United States,4.0,2014-01-31
United States,4.0,2015-01-31
United States,6.0,2016-01-31
United States,6.0,2017-01-31
United States,6.0,2018-01-31
United States,6.0,2019-01-31
United States,6.0,2020-01-31
Japan,1.5833334,1990-01-31
Japan,1.5833334,1991-01-31
Japan,1.5833334,1992-01-31
Japan,1.5833334,1993-01-31
Japan,1.6388888,1994-01-31
Japan,1.75,1995-01-31
Japan,1.9444444,1996-01-31
Japan,1.9444444,1997-01-31
Japan,2.1111112,1998-01-31
Japan,2.6111112,1999-01-31
Japan,2.6944444,2000-01-31
Japan,2.6944444,2001-01-31
Japan,2.6944444,2002-01-31
Japan,2.75,2003-01-31
Japan,3.0277777,2004-01-31
Japan,3.0277777,2005-01-31
Japan,2.9722223,2006-01-31
Japan,3.0555556,2007-01-31
Japan,3.0,2008-01-31
Japan,3.1111112,2009-01-31
Japan,3.2222221,2010-01-31
Japan,3.4166667,2011-01-31
Japan,4.0555553,2012-01-31
Japan,3.8333333,2013-01-31
Japan,3.8333333,2014-01-31
Japan,3.7222221,2015-01-31
Japan,3.9444444,2016-01-31
Japan,3.8888888,2017-01-31
Japan,3.6111112,2018-01-31
Japan,3.7777777,2019-01-31
Japan,3.7777777,2020-01-31
Denmark,0.25,1990-01-31
Denmark,1.5,1991-01-31
Denmark,1.5,1992-01-31
Denmark,1.5,1993-01-31
Denmark,1.5,1994-01-31
Denmark,1.5,1995-01-31
Denmark,1.5,1996-01-31
Denmark,1.5,1997-01-31
Denmark,1.5,1998-01-31
Denmark,1.5,1999-01-31
Denmark,2.5,2000-01-31
Denmark,2.5,2001-01-31
Denmark,2.5,2002-01-31
Denmark,4.75,2003-01-31
Denmark,4.75,2004-01-31
Denmark,4.75,2005-01-31
Denmark,4.75,2006-01-31
Denmark,4.75,2007-01-31
Denmark,4.75,2008-01-31
Denmark,5.0,2009-01-31
Denmark,5.0,2010-01-31
Denmark,5.0,2011-01-31
Denmark,5.0,2012-01-31
Denmark,5.5,2013-01-31
Denmark,5.5,2014-01-31
Denmark,5.5,2015-01-31
Denmark,5.5,2016-01-31
Denmark,5.5,2017-01-31
Denmark,5.5,2018-01-31
Denmark,5.5,2019-01-31
Denmark,5.5,2020-01-31
Netherlands,0.0,1990-01-31
Netherlands,0.0,1991-01-31
Netherlands,0.0,1992-01-31
Netherlands,0.0,1993-01-31
Netherlands,0.0,1994-01-31
Netherlands,0.0,1995-01-31
Netherlands,0.0,1996-01-31
Netherlands,0.0,1997-01-31
Netherlands,0.0,1998-01-31
Netherlands,0.0,1999-01-31
Netherlands,0.0,2000-01-31
Netherlands,0.0,2001-01-31
Netherlands,0.0,2002-01-31
Netherlands,0.0,2003-01-31
Netherlands,0.0,2004-01-31
Netherlands,0.0,2005-01-31
Netherlands,0.0,2006-01-31
Netherlands,0.0,2007-01-31
Netherlands,0.0,2008-01-31
Netherlands,0.0,2009-01-31
Netherlands,0.0,2010-01-31
Netherlands,0.0,2011-01-31
Netherlands,0.0,2012-01-31
Netherlands,0.0,2013-01-31
Netherlands,0.0,2014-01-31
Netherlands,0.0,2015-01-31
Netherlands,0.0,2016-01-31
Netherlands,0.0,2017-01-31
Netherlands,0.0,2018-01-31
Netherlands,0.0,2019-01-31
Netherlands,0.0,2020-01-31
Ireland,0.0,1990-01-31
Ireland,0.0,1991-01-31
Ireland,0.0,1992-01-31
Ireland,0.0,1993-01-31
Ireland,0.0,1994-01-31
Ireland,0.0,1995-01-31
Ireland,3.0,1996-01-31
Ireland,3.0,1997-01-31
Ireland,3.0,1998-01-31
Ireland,3.0,1999-01-31
Ireland,3.0,2000-01-31
Ireland,3.0,2001-01-31
Ireland,3.0,2002-01-31
Ireland,5.0,2003-01-31
Ireland,5.0,2004-01-31
Ireland,5.0,2005-01-31
Ireland,5.0,2006-01-31
Ireland,5.0,2007-01-31
Ireland,5.0,2008-01-31
Ireland,5.0,2009-01-31
Ireland,5.0,2010-01-31
Ireland,5.0,2011-01-31
Ireland,5.0,2012-01-31
Ireland,5.0,2013-01-31
Ireland,5.0,2014-01-31
Ireland,5.0,2015-01-31
Ireland,5.0,2016-01-31
Ireland,5.0,2017-01-31
Ireland,5.0,2018-01-31
Ireland,5.0,2019-01-31
Ireland,5.0,2020-01-31
Belgium,1.0,1990-01-31
Belgium,1.0,1991-01-31
Belgium,1.0,1992-01-31
Belgium,1.0,1993-01-31
Belgium,1.0,1994-01-31
Belgium,1.0,1995-01-31
Belgium,1.0,1996-01-31
Belgium,1.0,1997-01-31
Belgium,1.0,1998-01-31
Belgium,1.0,1999-01-31
Belgium,1.0,2000-01-31
Belgium,1.0,2001-01-31
Belgium,1.0,2002-01-31
Belgium,1.0,2003-01-31
Belgium,5.0,2004-01-31
Belgium,5.0,2005-01-31
Belgium,5.0,2006-01-31
Belgium,5.0,2007-01-31
Belgium,5.0,2008-01-31
Belgium,5.0,2009-01-31
Belgium,5.0,2010-01-31
Belgium,5.0,2011-01-31
Belgium,5.0,2012-01-31
Belgium,5.0,2013-01-31
Belgium,5.0,2014-01-31
Belgium,5.0,2015-01-31
Belgium,5.0,2016-01-31
Belgium,5.0,2017-01-31
Belgium,5.0,2018-01-31
Belgium,5.0,2019-01-31
Belgium,5.0,2020-01-31
Denmark,0.0,1990-01-31
Denmark,0.0,1991-01-31
Denmark,0.0,1992-01-31
Denmark,0.0,1993-01-31
Denmark,0.0,1994-01-31
Denmark,0.0,1995-01-31
Denmark,0.0,1996-01-31
Denmark,0.0,1997-01-31
Denmark,0.0,1998-01-31
Denmark,0.0,1999-01-31
Denmark,0.0,2000-01-31
Denmark,0.0,2001-01-31
Denmark,0.0,2002-01-31
Denmark,0.0,2003-01-31
Denmark,0.0,2004-01-31
Denmark,2.0,2005-01-31
Denmark,4.0,2006-01-31
Denmark,1.0,2007-01-31
Denmark,4.0,2008-01-31
Denmark,2.0,2009-01-31
Denmark,2.0,2010-01-31
Denmark,3.0,2011-01-31
Denmark,1.0,2012-01-31
Denmark,1.0,2013-01-31
Denmark,1.0,2014-01-31
Denmark,1.0,2015-01-31
Denmark,1.0,2016-01-31
Denmark,1.0,2017-01-31
Denmark,2.0,2018-01-31
Denmark,3.0,2019-01-31
Denmark,3.0,2020-01-31
Finland,0.0,1990-01-31
Finland,0.0,1991-01-31
Finland,0.0,1992-01-31
Finland,0.0,1993-01-31
Finland,0.0,1994-01-31
Finland,0.0,1995-01-31
Finland,0.0,1996-01-31
Finland,0.0,1997-01-31
Finland,0.0,1998-01-31
Finland,0.0,1999-01-31
Finland,0.0,2000-01-31
Finland,0.0,2001-01-31
Finland,0.0,2002-01-31
Finland,0.0,2003-01-31
Finland,0.0,2004-01-31
Finland,0.0,2005-01-31
Finland,0.0,2006-01-31
Finland,0.0,2007-01-31
Finland,0.0,2008-01-31
Finland,0.0,2009-01-31
Finland,0.0,2010-01-31
Finland,0.0,2011-01-31
Finland,0.0,2012-01-31
Finland,0.0,2013-01-31
Finland,0.0,2014-01-31
Finland,0.0,2015-01-31
Finland,0.0,2016-01-31
Finland,0.0,2017-01-31
Finland,0.0,2018-01-31
Finland,0.0,2019-01-31
Finland,0.0,2020-01-31
Ireland,0.0,1990-01-31
Ireland,0.0,1991-01-31
Ireland,0.0,1992-01-31
Ireland,0.0,1993-01-31
Ireland,0.0,1994-01-31
Ireland,0.0,1995-01-31
Ireland,0.0,1996-01-31
Ireland,0.0,1997-01-31
Ireland,0.0,1998-01-31
Ireland,0.0,1999-01-31
Ireland,0.0,2000-01-31
Ireland,0.0,2001-01-31
Ireland,0.0,2002-01-31
Ireland,0.0,2003-01-31
Ireland,0.0,2004-01-31
Ireland,0.0,2005-01-31
Ireland,0.0,2006-01-31
Ireland,0.0,2007-01-31
Ireland,0.0,2008-01-31
Ireland,0.0,2009-01-31
Ireland,0.0,2010-01-31
Ireland,0.0,2011-01-31
Ireland,0.0,2012-01-31
Ireland,0.0,2013-01-31
Ireland,0.0,2014-01-31
Ireland,0.0,2015-01-31
Ireland,0.0,2016-01-31
Ireland,0.0,2017-01-31
Ireland,0.0,2018-01-31
Ireland,0.0,2019-01-31
Ireland,4.0,2020-01-31
France,1.4444444,1990-01-31
France,1.3333334,1991-01-31
France,1.3333334,1992-01-31
France,1.3333334,1993-01-31
France,1.3888888,1994-01-31
France,1.3888888,1995-01-31
France,1.4722222,1996-01-31
France,1.4722222,1997-01-31
France,1.4722222,1998-01-31
France,1.6388888,1999-01-31
France,1.75,2000-01-31
France,1.6666666,2001-01-31
France,2.0,2002-01-31
France,2.0833333,2003-01-31
France,2.8333333,2004-01-31
France,2.8611112,2005-01-31
France,3.0833333,2006-01-31
France,3.25,2007-01-31
France,3.4166667,2008-01-31
France,3.6944444,2009-01-31
France,3.6111112,2010-01-31
France,3.9444444,2011-01-31
France,3.9166667,2012-01-31
France,3.9166667,2013-01-31
France,4.2222223,2014-01-31
France,4.0277777,2015-01-31
France,3.9166667,2016-01-31
France,4.1666665,2017-01-31
France,4.5555553,2018-01-31
France,4.7222223,2019-01-31
France,4.8888888,2020-01-31
Poland,1.0,1990-01-31
Poland,1.0,1991-01-31
Poland,1.0,1992-01-31
Poland,1.0,1993-01-31
Poland,1.0,1994-01-31
Poland,1.0,1995-01-31
Poland,1.0,1996-01-31
Poland,1.0,1997-01-31
Poland,1.0,1998-01-31
Poland,1.0,1999-01-31
Poland,5.0,2000-01-31
Poland,5.0,2001-01-31
Poland,5.0,2002-01-31
Poland,5.0,2003-01-31
Poland,5.0,2004-01-31
Poland,5.0,2005-01-31
Poland,5.0,2006-01-31
Poland,5.0,2007-01-31
Poland,5.0,2008-01-31
Poland,6.0,2009-01-31
Poland,6.0,2010-01-31
Poland,6.0,2011-01-31
Poland,6.0,2012-01-31
Poland,6.0,2013-01-31
Poland,6.0,2014-01-31
Poland,6.0,2015-01-31
Poland,6.0,2016-01-31
Poland,6.0,2017-01-31
Poland,6.0,2018-01-31
Poland,6.0,2019-01-31
Poland,6.0,2020-01-31
Canada,0.5,1990-01-31
Canada,0.5,1991-01-31
Canada,0.5,1992-01-31
Canada,0.66666669,1993-01-31
Canada,0.66666669,1994-01-31
Canada,0.66666669,1995-01-31
Canada,0.5,1996-01-31
Canada,0.5,1997-01-31
Canada,0.5,1998-01-31
Canada,0.5,1999-01-31
Canada,0.16666667,2000-01-31
Canada,0.16666667,2001-01-31
Canada,0.16666667,2002-01-31
Canada,0.16666667,2003-01-31
Canada,0.16666667,2004-01-31
Canada,0.16666667,2005-01-31
Canada,0.16666667,2006-01-31
Canada,0.33333334,2007-01-31
Canada,0.33333334,2008-01-31
Canada,0.33333334,2009-01-31
Canada,0.33333334,2010-01-31
Canada,0.33333334,2011-01-31
Canada,0.33333334,2012-01-31
Canada,0.33333334,2013-01-31
Canada,0.33333334,2014-01-31
Canada,0.33333334,2015-01-31
Canada,0.33333334,2016-01-31
Canada,0.5,2017-01-31
Canada,0.33333334,2018-01-31
Canada,0.66666669,2019-01-31
Canada,0.83333331,2020-01-31
Switzerland,0.0,1990-01-31
Switzerland,1.0,1991-01-31
Switzerland,1.0,1992-01-31
Switzerland,1.0,1993-01-31
Switzerland,1.0,1994-01-31
Switzerland,1.0,1995-01-31
Switzerland,1.0,1996-01-31
Switzerland,1.0,1997-01-31
Switzerland,1.0,1998-01-31
